metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,MY_LOWER,MY_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,KS_statistic,KS_p_value,Wasserstein_Distance
Total_Coding_Sequences,non-normal,5950.277227722772,404.9281838003856,5924.0,5721.0,6023.0,302.0,4890.0,6891.0,5046.0,6868.0,5046.0,6868.0,Pseudomonas_fluorescens,101,24,normal,5921.958333333333,254.9517077093011,5892.5,5756.25,6076.0,319.75,5466.0,6480.0,5473.13,6467.465,0.1456270627062706,0.7450208541273826,111.24051155115512
Genome_Size,normal,6582727.425742574,419648.9705041525,6531871.0,6351979.0,6805342.0,453363.0,5130913.0,7497574.0,5502517.0,7478726.0,5502517.0,7478726.0,Pseudomonas_fluorescens,101,24,normal,6469974.708333333,307878.91441624134,6428423.0,6304298.25,6661492.75,357194.5,5923878.0,7119102.0,5936538.12,7105192.98,0.1757425742574257,0.5213967317141882,134438.326320132
N50,non-normal,213752.0,83588.6502317273,190246.0,151140.0,249916.0,98776.0,100735.0,449593.0,101721.68,435731.8799999999,101721.68,435731.88,Bifidobacterium_dentium,137,0,,,,,,,,,,,,,,
number,non-normal,30.59124087591241,9.933027371692695,29.0,25.0,35.0,10.0,10.0,62.0,11.36,60.63999999999999,11.36,60.64,Bifidobacterium_dentium,137,0,,,,,,,,,,,,,,
longest,non-normal,443498.8102189781,129831.82037406244,434724.0,345194.0,509894.0,164700.0,211238.0,934955.0,211247.52,842862.599999999,211247.52,842862.6,Bifidobacterium_dentium,137,0,,,,,,,,,,,,,,
GC_Content,normal,0.5845763138686132,0.0013175995744962,0.584616,0.583638,0.585659,0.002021,0.581651,0.588906,0.58165576,0.58791728,0.5817,0.5888,Bifidobacterium_dentium,137,15,non-normal,0.5853754666666666,0.0011701310391955,0.585296,0.5848899999999999,0.5853845,0.0004945,0.582891,0.588791,0.5830247700000001,0.58861418,0.5391727493917275,0.0003398470015686,0.0008471625304136
Completeness_Specific,non-normal,99.93948905109488,0.0386509963022678,99.95,99.93,99.97,0.039999999999992,99.83,99.99,99.83,99.99,88.19,99.99,Bifidobacterium_dentium,137,15,normal,92.52866666666668,3.134787322220688,91.95,89.89500000000001,95.805,5.909999999999997,88.19,96.91,88.2187,96.91,1.0,9.997783477630231e-21,7.410822384428224
Contamination,non-normal,0.7063503649635037,0.3949089813131181,0.59,0.49,0.7,0.2099999999999999,0.15,1.79,0.15,1.7764,0.14,5.58,Bifidobacterium_dentium,137,15,non-normal,1.7673333333333334,1.5386811091176609,1.71,0.695,2.0,1.3050000000000002,0.14,5.58,0.14,5.5366,0.572749391727494,0.0001112668029075,1.142880778588807
Total_Coding_Sequences,normal,2154.912408759124,85.04678613224698,2155.0,2105.0,2212.0,107.0,1922.0,2381.0,1938.32,2380.32,1938.32,2403.0,Bifidobacterium_dentium,137,15,normal,2230.6666666666665,85.45460133245541,2218.0,2179.0,2281.5,102.5,2109.0,2403.0,2109.42,2400.41,0.4340632603406326,0.0080049253089488,75.75425790754258
Genome_Size,normal,2600650.7810218977,60261.96199619525,2611940.0,2562653.0,2630292.0,67639.0,2402233.0,2755403.0,2416608.2,2752847.56,2416608.2,2758140.0,Bifidobacterium_dentium,137,15,normal,2639882.6666666665,66511.93917452381,2635828.0,2598359.0,2665128.0,66769.0,2535489.0,2758140.0,2536507.15,2757533.66,0.4914841849148418,0.0016240175999237,39261.500243309
N50,non-normal,137820.1726618705,88516.87689877357,125653.0,75203.0,198442.0,123239.0,10347.0,449246.0,11078.4,441357.23,11078.4,441357.23,Haemophilus_parainfluenzae,139,0,,,,,,,,,,,,,,
number,non-normal,82.35251798561151,65.35281814109848,64.0,40.5,91.0,50.5,18.0,332.0,19.38,323.03000000000003,19.38,323.03,Haemophilus_parainfluenzae,139,0,,,,,,,,,,,,,,
longest,non-normal,292397.6330935252,156522.27548093174,258892.0,176077.0,433513.5,257436.5,31757.0,610159.0,32857.55,590376.7000000001,32857.55,590376.7,Haemophilus_parainfluenzae,139,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3942147697841727,0.0012670496876718,0.394263,0.3933845,0.3949565,0.0015719999999999,0.390576,0.399322,0.39108039,0.39821041,0.3911,0.3982,Haemophilus_parainfluenzae,139,19,normal,0.3951987368421053,0.0011904800819353,0.395676,0.394386,0.396012,0.0016259999999999,0.393072,0.397068,0.393072,0.3970302,0.4589170768648239,0.0009710853186768,0.0010323843241196
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,98.23,100.0,Haemophilus_parainfluenzae,139,19,normal,99.01999999999998,0.415704854813832,98.94,98.72,99.42,0.7000000000000028,98.23,99.74,98.2516,99.7274,1.0,1.2623141084151535e-24,0.9800000000000012
Contamination,non-normal,0.3249640287769784,0.3892759818855738,0.14,0.035,0.51,0.475,0.0,1.54,0.0,1.4986000000000002,0.0,1.5,Haemophilus_parainfluenzae,139,18,normal,0.675,0.2714620906621524,0.66,0.48,0.785,0.305,0.19,1.42,0.20105,1.3902499999999995,0.6155075939248601,2.884247600476689e-06,0.3565827338129497
Total_Coding_Sequences,non-normal,1995.5827338129493,107.60839602987951,1993.0,1903.5,2086.0,182.5,1762.0,2211.0,1791.67,2204.79,1791.67,2244.0,Haemophilus_parainfluenzae,139,19,normal,2013.5263157894735,93.57764489058644,2046.0,1942.0,2060.0,118.0,1874.0,2244.0,1874.18,2236.89,0.2328663385081408,0.27743856854157,31.82317304051496
Genome_Size,non-normal,2050815.3021582733,87364.15906555984,2062687.0,1974146.5,2118379.0,144232.5,1849171.0,2222165.0,1855648.03,2212501.55,1855648.03,2228071.0,Haemophilus_parainfluenzae,139,19,normal,2065654.947368421,80051.4412792922,2062405.0,2007999.0,2141696.5,133697.5,1926530.0,2228071.0,1928930.12,2223479.47,0.1684967815221507,0.6639391283118107,17888.525937145027
N50,non-normal,131679.0985915493,90280.07947183578,122785.5,51965.25,213018.75,161053.5,7058.0,436362.0,12951.8,436250.61,12951.8,436250.61,Borreliella_afzelii,142,0,,,,,,,,,,,,,,
number,normal,273.5211267605634,66.29211054007234,269.5,236.0,312.75,76.75,97.0,425.0,113.92,422.885,113.92,422.88,Borreliella_afzelii,142,0,,,,,,,,,,,,,,
longest,non-normal,289432.9366197183,140278.0845220882,273134.0,179637.75,452675.75,273038.0,49368.0,633617.0,49590.78,514302.0949999979,49590.78,514302.09,Borreliella_afzelii,142,0,,,,,,,,,,,,,,
GC_Content,normal,0.2791315915492957,0.0012641657058153,0.2790365,0.2782815,0.2801654999999999,0.0018839999999999,0.27582,0.281668,0.275967345,0.281606665,0.276,0.2829,Borreliella_afzelii,142,5,insufficient_data,0.2805708,0.0015221201529445,0.279567,0.279531,0.281817,0.002286,0.279017,0.282922,0.27902728,0.2828999,0.4859154929577465,0.145374082920476,0.0014392676056338
Completeness_Specific,non-normal,98.3137323943662,0.8446731255051296,98.54,97.9725,98.8975,0.9250000000000114,93.98,99.55,95.0939,99.4936,95.09,99.52,Borreliella_afzelii,142,5,insufficient_data,98.866,0.7408265653984056,98.99,98.97,99.4,0.4300000000000068,97.45,99.52,97.4804,99.5176,0.6450704225352113,0.0181797830424593,0.5800140845070418
Contamination,non-normal,0.6993661971830986,0.2287664864796476,0.665,0.57,0.78,0.21,0.19,2.0,0.28165,1.950649999999999,0.09,1.95,Borreliella_afzelii,142,5,insufficient_data,0.1239999999999999,0.0679999999999999,0.09,0.09,0.09,0.0,0.09,0.26,0.09,0.2566,0.9929577464788732,2.2471174370762715e-08,0.5753661971830986
Total_Coding_Sequences,normal,1497.218309859155,92.02197503912404,1495.5,1444.25,1556.0,111.75,1188.0,1684.0,1224.66,1677.655,866.0,1677.66,Borreliella_afzelii,142,5,insufficient_data,1162.4,219.30307795377607,1247.0,949.0,1306.0,357.0,866.0,1444.0,867.66,1441.24,0.7788732394366197,0.0014264589134688,334.81830985915497
Genome_Size,non-normal,1359194.9295774647,45132.405241649256,1363174.0,1333762.5,1394155.25,60392.75,1198614.0,1442077.0,1229127.105,1441197.16,918834.0,1441197.16,Borreliella_afzelii,142,5,insufficient_data,1173723.4,187991.12552203092,1248765.0,987652.0,1309078.0,321426.0,918834.0,1404288.0,920210.36,1402383.8,0.652112676056338,0.0162502544579607,185596.42253521128
N50,non-normal,233818.9171911229,71088.65432406981,235745.0,198150.0,247094.0,48944.0,53441.0,679476.0,77754.875,555248.125,77754.88,555248.12,Vibrio_cholerae,12076,0,,,,,,,,,,,,,,
number,non-normal,110.67928121894668,26.968813427022678,106.0,96.0,118.0,22.0,33.0,340.0,62.0,226.0,62.0,226.0,Vibrio_cholerae,12076,0,,,,,,,,,,,,,,
longest,non-normal,557218.2239152037,140933.42226130248,555318.0,426244.0,637827.0,211583.0,119246.0,1146358.0,232472.875,932948.125,232472.88,932948.12,Vibrio_cholerae,12076,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.4749768997184498,0.0007495133656732,0.474868,0.474657,0.475109,0.000452,0.4696099999999999,0.478389,0.471821375,0.47745325,0.4709,0.4781,Vibrio_cholerae,12076,148,non-normal,0.4752568783783784,0.0011196616881982,0.475078,0.4747245,0.47584025,0.00111575,0.470911,0.47806,0.47092129,0.477866695,0.2763936510210111,2.372794293262513e-10,0.0004014114459772
Completeness_Specific,non-normal,99.99999089102351,0.0003016733189566,100.0,100.0,100.0,0.0,99.99,100.0,100.0,100.0,95.72,100.0,Vibrio_cholerae,12076,148,non-normal,98.94493243243242,0.8763395126208612,99.32,98.555,99.61,1.0549999999999926,95.72,99.64,95.7641,99.64,1.0,0.0,1.0550584585910865
Contamination,non-normal,0.0479951970851275,0.0512378761311704,0.03,0.02,0.05,0.03,0.0,0.92,0.0,0.34,0.0,4.91,Vibrio_cholerae,12076,148,non-normal,0.9238513513513514,1.046114124599875,0.36,0.24,1.1775,0.9375,0.21,4.91,0.21735,4.726249999999997,0.9783868830738656,1.4783280992000066e-243,0.875856154266224
Total_Coding_Sequences,non-normal,3598.8254388870487,69.17622269813192,3592.0,3573.0,3617.0,44.0,3297.0,4236.0,3421.0,3879.5,3421.0,4183.0,Vibrio_cholerae,12076,148,non-normal,3776.418918918919,93.24553561616116,3763.0,3725.75,3804.25,78.5,3516.0,4183.0,3553.485,4183.0,0.8504001683034476,1.625361613445966e-120,177.6239536986473
Genome_Size,non-normal,4030743.669841007,59388.996323086256,4030926.0,4007307.25,4049324.75,42017.5,3696571.0,4526682.0,3848514.875,4254951.25,3848514.88,4476429.0,Vibrio_cholerae,12076,148,non-normal,4103124.0405405406,84242.76589263673,4087368.0,4057622.0,4126807.0,69185.0,3863593.0,4476429.0,3911194.54,4476096.045,0.598576134929232,1.5959282336164673e-50,72411.8478442835
N50,non-normal,295062.66587112175,185006.3818575124,210899.0,171205.0,344316.5,173111.5,51451.0,677620.0,74689.56,676726.91,74689.56,676726.91,Streptococcus_mutans,419,0,,,,,,,,,,,,,,
number,non-normal,28.31980906921241,11.470325477102104,26.0,20.0,33.5,13.5,12.0,87.0,13.0,73.46000000000015,13.0,73.46,Streptococcus_mutans,419,0,,,,,,,,,,,,,,
longest,non-normal,469479.5393794749,173216.24136309297,410835.0,322918.0,634144.5,311226.5,190064.0,814820.0,207908.66,792601.3300000003,207908.66,792601.33,Streptococcus_mutans,419,0,,,,,,,,,,,,,,
GC_Content,normal,0.3675643985680191,0.0008343814201371,0.367343,0.3670795,0.368288,0.0012085,0.364753,0.36983,0.3656859899999999,0.36923538,0.3657,0.3705,Streptococcus_mutans,419,31,normal,0.3689487419354837,0.0007496810921013,0.368691,0.3683515,0.3692835,0.0009319999999999,0.367766,0.370527,0.3678392,0.3705111,0.7052121025483101,8.64201885977624e-15,0.0013843433674647
Completeness_Specific,non-normal,99.99992840095466,0.0008431275290054,100.0,100.0,100.0,0.0,99.99,100.0,99.9909,100.0,94.29,100.0,Streptococcus_mutans,419,31,non-normal,97.9516129032258,1.6198209713386065,98.61,96.94,99.17,2.230000000000004,94.29,99.66,94.308,99.6465,1.0,2.6652124436291936e-48,2.048315497728849
Contamination,non-normal,0.1283770883054892,0.0890133724641465,0.1,0.08,0.15,0.0699999999999999,0.03,0.73,0.03,0.5646000000000014,0.03,2.13,Streptococcus_mutans,419,31,non-normal,0.8577419354838709,0.572846371779354,0.45,0.4,1.48,1.08,0.35,2.13,0.3575,2.0820000000000003,0.964200477326969,1.363892545868371e-36,0.7293648471783817
Total_Coding_Sequences,non-normal,1895.8806682577565,34.57950727209855,1892.0,1873.0,1912.0,39.0,1822.0,2022.0,1825.09,1999.37,1825.09,2080.0,Streptococcus_mutans,419,31,normal,2012.483870967742,37.24190405005729,2010.0,1991.0,2021.0,30.0,1940.0,2080.0,1940.75,2079.55,0.8854415274463007,2.4965903628299608e-26,116.60320270998535
Genome_Size,non-normal,2005706.4343675417,34012.650352161465,1998103.0,1985941.0,2023462.5,37521.5,1916857.0,2161210.0,1929584.02,2109885.23,1929584.02,2115009.0,Streptococcus_mutans,419,31,normal,2038450.2903225808,37900.89511343477,2028032.0,2016140.0,2077126.0,60986.0,1976303.0,2115009.0,1976635.85,2114979.75,0.4831010855339133,1.0506302893795703e-06,33021.28316267611
N50,non-normal,482459.8928571429,142130.0677956486,406447.0,368194.0,590755.0,222561.0,169972.0,820556.0,244490.74,817977.47,244490.74,817977.47,Staphylococcus_equorum,112,0,,,,,,,,,,,,,,
number,non-normal,29.383928571428573,6.4728078690150905,28.0,26.0,30.0,4.0,18.0,56.0,18.555,54.88999999999999,18.56,54.89,Staphylococcus_equorum,112,0,,,,,,,,,,,,,,
longest,non-normal,877148.1160714285,175911.70632256652,840249.0,839168.0,890095.0,50927.0,388101.0,1355371.0,420661.185,1297626.0249999992,420661.18,1297626.02,Staphylococcus_equorum,112,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3303605357142857,0.0007905638011726,0.330801,0.32969325,0.3308335,0.00114025,0.32821,0.331302,0.32825551,0.331301445,0.3283,0.3323,Staphylococcus_equorum,112,25,non-normal,0.330936,0.0006989234578979,0.330833,0.330559,0.331313,0.000754,0.328497,0.33233,0.3287132399999999,0.33225836,0.4353571428571428,0.0004743393379607,0.0005840592857142
Completeness_Specific,non-normal,99.98803571428572,0.0066600200710604,99.99,99.99,99.99,0.0,99.96,100.0,99.96,100.0,96.86,100.0,Staphylococcus_equorum,112,25,non-normal,99.098,1.0158858203558108,99.65,99.16,99.81,0.6500000000000057,96.86,99.81,96.878,99.81,1.0,1.2219297946675009e-27,0.8900357142857088
Contamination,non-normal,0.0763392857142857,0.0464641862028142,0.08,0.05,0.08,0.03,0.02,0.28,0.02,0.2577999999999997,0.02,1.53,Staphylococcus_equorum,112,25,non-normal,0.3872,0.3505826008232582,0.27,0.2,0.41,0.2099999999999999,0.09,1.53,0.09,1.5059999999999998,0.7767857142857143,5.804108555731271e-13,0.3108607142857142
Total_Coding_Sequences,non-normal,2754.526785714286,86.71257527658223,2796.5,2696.5,2812.0,115.5,2535.0,2947.0,2538.33,2874.294999999999,2538.33,2956.0,Staphylococcus_equorum,112,25,normal,2763.56,87.07379858487856,2753.0,2684.0,2818.0,134.0,2641.0,2956.0,2641.12,2955.52,0.3807142857142857,0.0036074629158165,45.4875
Genome_Size,non-normal,2848687.6071428573,68841.84348347163,2880869.5,2801261.5,2897567.25,96305.75,2671071.0,2943288.0,2674851.105,2919299.235,2674851.1,2992544.0,Staphylococcus_equorum,112,25,normal,2822167.0,71881.77757178797,2810487.0,2772325.0,2863624.0,91299.0,2726564.0,2992544.0,2726892.2,2987720.84,0.5007142857142857,3.261192016008456e-05,47030.44214285715
N50,non-normal,398374.2517647058,268216.2100778008,331321.0,218616.0,491423.0,272807.0,36257.0,2039983.0,44379.68,1210981.16,44379.68,1210981.16,Morganella_morganii,425,0,,,,,,,,,,,,,,
number,non-normal,75.60235294117648,40.77034093978146,65.0,48.0,89.0,41.0,17.0,316.0,25.24,238.0,25.24,238.0,Morganella_morganii,425,0,,,,,,,,,,,,,,
longest,non-normal,803192.9788235294,407854.7469127958,736019.0,495899.0,1051505.0,555606.0,102275.0,2039983.0,150903.0,1929275.88,150903.0,1929275.88,Morganella_morganii,425,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5095499764705882,0.0023743938311343,0.5100330000000001,0.5090100000000001,0.511007,0.0019969999999999,0.4985759999999999,0.514157,0.5010128399999999,0.51310312,0.501,0.5137,Morganella_morganii,425,77,non-normal,0.5084936233766233,0.003164094302365,0.509761,0.507189,0.510687,0.003498,0.501631,0.513706,0.50164734,0.51355286,0.1902826585179526,0.0151268833458842,0.0011082677769289
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,84.69,100.0,Morganella_morganii,425,77,normal,90.93714285714285,2.5070476542401026,90.68,89.13,92.32,3.1899999999999977,84.69,97.68,85.1422,97.6686,1.0,1.5118408524205653e-92,9.062857142857142
Contamination,non-normal,0.3076235294117647,0.1319759315374978,0.27,0.22,0.35,0.1299999999999999,0.05,1.18,0.13,0.8831999999999994,0.13,20.99,Morganella_morganii,425,77,non-normal,9.634285714285715,4.941341746532989,8.65,6.07,14.3,8.23,2.18,20.99,2.256,20.492200000000004,1.0,1.5118408524205653e-92,9.32666218487395
Total_Coding_Sequences,non-normal,3769.225882352941,200.35175135566016,3739.0,3616.0,3913.0,297.0,3382.0,4426.0,3402.72,4308.36,3402.72,4315.0,Morganella_morganii,425,77,non-normal,3935.6103896103896,189.24903923955588,3925.0,3768.0,4121.0,353.0,3557.0,4315.0,3569.92,4305.88,0.3536134453781512,8.778009119452308e-08,166.90686019862488
Genome_Size,non-normal,3984563.475294118,176754.61459582218,3955641.0,3845929.0,4099557.0,253628.0,3656950.0,4582194.0,3687104.24,4450705.399999999,3687104.24,4450705.4,Morganella_morganii,425,77,non-normal,4089177.597402597,173008.79114509549,4094154.0,3942451.0,4258775.0,316324.0,3745551.0,4409525.0,3762777.16,4399267.66,0.2655156608097784,0.0001513689210798,106676.93304812835
N50,non-normal,308643.86666666664,114723.40331109634,300760.0,228268.0,365667.0,137399.0,70628.0,693693.0,77025.56,578420.4799999999,77025.56,578420.48,Klebsiella_planticola,285,0,,,,,,,,,,,,,,
number,non-normal,118.659649122807,67.18118956565023,95.0,71.0,140.0,69.0,42.0,411.0,48.0,388.0,48.0,388.0,Klebsiella_planticola,285,0,,,,,,,,,,,,,,
longest,non-normal,839016.1228070175,355269.45534618426,783088.0,559540.0,1014019.0,454479.0,172956.0,2049480.0,231055.92,1871712.3599999985,231055.92,1871712.36,Klebsiella_planticola,285,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.5552005824561403,0.0026528393113081,0.555751,0.553238,0.557163,0.0039249999999999,0.54905,0.559661,0.5491817600000001,0.55932264,0.5478,0.5593,Klebsiella_planticola,285,22,normal,0.5548443181818181,0.0029910656718477,0.5562605,0.55156825,0.5567765,0.00520825,0.547763,0.558848,0.548079995,0.558760535,0.1872408293460925,0.4169354701401792,0.0006938897926634
Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,99.04,100.0,Klebsiella_planticola,285,22,non-normal,99.94227272727272,0.2071874824707359,100.0,100.0,100.0,0.0,99.04,100.0,99.10825,100.0,0.0909090909090909,0.9891699186105392,0.0577272727272725
Contamination,non-normal,1.120140350877193,0.6085680471573655,1.06,0.58,1.48,0.9,0.07,3.01,0.2184,2.8158,0.22,3.51,Klebsiella_planticola,285,2,insufficient_data,2.17,1.34,2.17,1.5,2.84,1.34,0.83,3.51,0.8433999999999999,3.4966,0.5,0.5086864355157041,1.0760701754385964
Total_Coding_Sequences,non-normal,5532.284210526316,368.0959732735013,5497.0,5187.0,5891.0,704.0,4947.0,6283.0,4958.4,6258.8,4921.0,6619.0,Klebsiella_planticola,285,22,normal,5622.454545454545,382.36200449225976,5535.0,5354.0,5781.0,427.0,4921.0,6619.0,4953.13,6575.215,0.238755980861244,0.1657945530619027,105.9473684210526
Genome_Size,non-normal,5877517.624561404,289639.63055876945,5858295.0,5608527.0,6147787.0,539260.0,5392769.0,6410175.0,5410078.12,6398726.899999999,5229639.0,6745406.0,Klebsiella_planticola,285,22,normal,5879819.954545454,341434.1616749556,5826460.0,5641502.75,6043225.75,401723.0,5229639.0,6745406.0,5262505.89,6711428.42,0.140829346092504,0.7599204937340319,81179.8039872408
N50,non-normal,419656.3433691756,227790.1952470077,404669.0,268308.5,470415.0,202106.5,20513.0,1103929.0,40418.25,1092883.32,40418.25,1092883.32,Streptococcus_uberis,1395,0,,,,,,,,,,,,,,
number,non-normal,26.5584229390681,16.63036882950441,23.0,18.0,29.0,11.0,9.0,187.0,10.97,119.11999999999988,10.97,119.12,Streptococcus_uberis,1395,0,,,,,,,,,,,,,,
longest,non-normal,668721.9448028674,216873.93625515787,642341.0,516085.5,850173.5,334088.0,71157.0,1103929.0,116145.98,1092883.32,116145.98,1092883.32,Streptococcus_uberis,1395,0,,,,,,,,,,,,,,
GC_Content,non-normal,0.3640144566308244,0.0011465216206481,0.3640699999999999,0.36319,0.3648705,0.0016804999999999,0.359934,0.367122,0.36094955,0.36643736,0.3609,0.3668,Streptococcus_uberis,1395,4,insufficient_data,0.36607375,0.0005576904943604,0.3661045,0.3657395,0.36643875,0.0006992499999999,0.365285,0.366801,0.36529409,0.366793755,0.8587813620071685,0.0008305534854724,0.0020597535842293
Completeness_Specific,non-normal,99.99627240143369,0.0073135847211384,100.0,99.99,100.0,0.0100000000000051,99.89,100.0,99.9697,100.0,98.1,100.0,Streptococcus_uberis,1395,4,insufficient_data,99.0875,0.6173481594691949,99.32,98.7975,99.61,0.8125,98.1,99.61,98.11395,99.61,1.0,1.2584458330738264e-11,0.9087724014336922
