metric,median,q1,q3,min,max,upper_bound,lower_bound,MY_LOWER,MY_UPPER,species
longest,446277.0,104949.0,740891.5,42164.0,1123204.0,1123080.31,43853.81,43853.81,1123080.31,Aliivibrio_fischeri
GC_Content,0.38267,0.382031,0.383098,0.380872,0.38675,0.38593346,0.38088502,0.3809,0.3859,Aliivibrio_fischeri
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.39,100.0,Aliivibrio_fischeri
Contamination,0.03,0.02,0.06,0.0,0.98,0.4777999999999963,0.0,0.0,11.62,Aliivibrio_fischeri
Total_Coding_Sequences,3998.0,3900.5,4017.0,3673.0,4337.0,4316.54,3674.86,3674.86,4316.54,Aliivibrio_fischeri
Genome_Size,4293318.0,4225099.0,4315964.0,4069291.0,4575600.0,4523733.899999999,4071768.52,4071768.52,4523733.9,Aliivibrio_fischeri
N50,153775.0,79649.0,312700.5,5321.0,815041.0,800376.4399999996,5570.495,5570.5,800376.44,Staphylococcus_hominis
number,64.0,51.0,96.0,23.0,1733.0,1497.984999999998,26.355,26.36,1497.98,Staphylococcus_hominis
longest,378756.0,218391.5,737694.25,30254.0,1099728.0,1097153.735,30866.545,30866.54,1097153.73,Staphylococcus_hominis
GC_Content,0.3140185,0.31343275,0.314665,0.311648,0.337194,0.3343695349999999,0.311881415,0.3119,0.3344,Staphylococcus_hominis
Completeness_Specific,99.99,99.98,100.0,86.22,100.0,100.0,92.42,86.44,100.0,Staphylococcus_hominis
Contamination,0.08,0.04,0.14,0.0,5.01,1.5872499999999714,0.0,0.0,6.44,Staphylococcus_hominis
Total_Coding_Sequences,2201.0,2155.5,2264.0,2028.0,2967.0,2826.8699999999994,2046.355,2046.36,2826.87,Staphylococcus_hominis
Genome_Size,2241375.0,2202604.25,2283532.25,2047914.0,2548873.0,2532283.485,2090237.625,2090237.62,2532283.48,Staphylococcus_hominis
N50,492825.0,376735.25,604450.0,195488.0,1056900.0,1037991.99,196643.33,196643.33,1037991.99,Citrobacter_sedlakii
number,58.5,50.0,75.5,26.0,156.0,148.07999999999993,29.465,29.46,148.08,Citrobacter_sedlakii
longest,1017299.5,790844.25,1278938.5,449388.0,1741678.0,1722480.91,477121.365,477121.36,1722480.91,Citrobacter_sedlakii
GC_Content,0.546374,0.5451444999999999,0.5470794999999999,0.5412250000000001,0.548549,0.54854801,0.5417917750000001,0.5418,0.5485,Citrobacter_sedlakii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.81,100.0,Citrobacter_sedlakii
Contamination,0.0,0.0,0.02,0.0,0.14,0.1003999999999996,0.0,0.0,1.44,Citrobacter_sedlakii
Total_Coding_Sequences,4340.0,4281.0,4531.5,4126.0,5037.0,5026.605,4128.475,4128.48,5026.6,Citrobacter_sedlakii
Genome_Size,4683096.5,4643626.75,4842880.5,4501312.0,5162130.0,5159942.595,4501994.11,4501994.11,5159942.6,Citrobacter_sedlakii
N50,338915.0,255295.5,413567.0,46933.0,620680.0,524908.17,55670.64,55670.64,524908.17,Bradyrhizobium_diazoefficiens
number,200.0,171.0,228.0,77.0,376.0,360.14,77.0,77.0,360.14,Bradyrhizobium_diazoefficiens
longest,944799.0,831286.0,965536.5,178951.0,1762888.0,1743347.87,185639.04,185639.04,1743347.87,Bradyrhizobium_diazoefficiens
GC_Content,0.640733,0.639856,0.6409335,0.638501,0.6416660000000001,0.64160134,0.6386839999999999,0.6336,0.6416,Bradyrhizobium_diazoefficiens
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,97.3,100.0,Bradyrhizobium_diazoefficiens
Contamination,0.29,0.23,0.31,0.08,0.94,0.7204000000000002,0.08,0.04,0.74,Bradyrhizobium_diazoefficiens
Total_Coding_Sequences,8391.0,8341.0,8491.0,6634.0,8858.0,8833.6,6634.0,6634.0,9093.0,Bradyrhizobium_diazoefficiens
Genome_Size,8894217.0,8856192.5,9020927.0,7132481.0,9428812.0,9371680.01,7134258.54,7134258.54,9535585.0,Bradyrhizobium_diazoefficiens
N50,300516.0,193525.0,435632.5,55261.0,975305.0,939543.04,93142.72,93142.72,939543.04,Klebsiella_grimontii
number,108.0,72.0,154.0,32.0,317.0,311.95000000000005,39.0,39.0,311.95,Klebsiella_grimontii
longest,758608.0,538533.5,1138198.0,206938.0,2797076.0,2393994.85,289990.85,289990.85,2393994.85,Klebsiella_grimontii
GC_Content,0.5566340000000001,0.554152,0.5581705,0.547423,0.561881,0.5610998700000001,0.5477281599999999,0.5477,0.5611,Klebsiella_grimontii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.99,100.0,Klebsiella_grimontii
Contamination,0.32,0.215,0.53,0.05,1.92,1.887000000000003,0.0601,0.06,1.89,Klebsiella_grimontii
Total_Coding_Sequences,5728.0,5443.5,5903.5,5101.0,6542.0,6442.570000000001,5139.03,5139.03,6613.0,Klebsiella_grimontii
Genome_Size,6089930.0,5893275.0,6226864.5,5562661.0,6707109.0,6667329.74,5615528.29,5615528.29,6778239.0,Klebsiella_grimontii
N50,55989.0,47076.0,64787.0,21041.0,148242.0,88815.68999999999,28250.64,28250.64,88815.69,Neisseria_gonorrhoeae
number,146.0,133.0,161.0,81.0,353.0,224.0,100.0,100.0,224.0,Neisseria_gonorrhoeae
longest,207468.0,153188.0,207915.0,67464.0,493819.0,293676.1,93034.66,93034.66,293676.1,Neisseria_gonorrhoeae
GC_Content,0.524601,0.5241210000000001,0.5258189999999999,0.521387,0.528402,0.5274366699999999,0.522803,0.5206,0.5274,Neisseria_gonorrhoeae
Completeness_Specific,99.99,99.99,99.99,99.95,100.0,100.0,99.98,97.16,100.0,Neisseria_gonorrhoeae
Contamination,0.12,0.1,0.14,0.01,1.74,0.28,0.05,0.05,2.14,Neisseria_gonorrhoeae
Total_Coding_Sequences,2193.0,2159.0,2219.0,2025.0,2357.0,2300.0,2087.0,2087.0,2472.0,Neisseria_gonorrhoeae
Genome_Size,2153809.0,2128332.0,2168193.5,2031102.0,2241215.0,2220814.35,2078440.59,2078440.59,2308468.0,Neisseria_gonorrhoeae
N50,160489.0,134251.0,202946.5,111213.0,322212.0,322209.18,112684.57,112684.57,322209.18,Yersinia_ruckeri
number,79.0,64.0,85.0,35.0,127.0,124.65,36.41,36.41,124.65,Yersinia_ruckeri
longest,413715.0,309767.0,617760.0,253728.0,1079627.0,1056069.19,253761.84,253761.84,1056069.19,Yersinia_ruckeri
GC_Content,0.475724,0.4749025,0.4762234999999999,0.473673,0.476411,0.47641006,0.47367676,0.4737,0.4772,Yersinia_ruckeri
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.06,100.0,Yersinia_ruckeri
Contamination,0.04,0.03,0.06,0.0,0.14,0.1306,0.0,0.0,2.01,Yersinia_ruckeri
Total_Coding_Sequences,3405.0,3373.0,3453.0,3221.0,3580.0,3578.12,3239.33,3234.0,3676.0,Yersinia_ruckeri
Genome_Size,3756566.0,3739506.0,3800097.5,3616064.0,3908944.0,3900268.74,3632767.33,3585796.0,4006131.0,Yersinia_ruckeri
N50,208137.0,176933.5,258693.5,49406.0,549372.0,535492.0999999999,55292.1,55292.1,535492.1,Moraxella_bovoculi
number,32.0,23.0,40.0,13.0,112.0,107.99999999999976,13.05,13.05,108.0,Moraxella_bovoculi
longest,465169.0,350048.0,598533.0,142678.0,1044391.0,998327.949999999,181503.65,181503.65,998327.95,Moraxella_bovoculi
GC_Content,0.455758,0.4548735,0.4565885,0.450555,0.457579,0.4572762,0.4511326499999999,0.4511,0.4573,Moraxella_bovoculi
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,95.68,100.0,Moraxella_bovoculi
Contamination,0.1,0.07,0.145,0.0,1.12,1.1064999999999994,0.0,0.0,1.8,Moraxella_bovoculi
Total_Coding_Sequences,1975.0,1939.5,2017.5,1878.0,2131.0,2127.95,1894.0,1894.0,2432.0,Moraxella_bovoculi
Genome_Size,2085808.0,2050202.5,2112570.5,1997823.0,2226362.0,2203161.5,1998151.85,1998151.85,2400952.0,Moraxella_bovoculi
N50,279511.0,223889.0,412040.5,97976.0,889069.0,791152.4600000007,108179.46,108179.46,791152.46,Vibrio_fluvialis
number,69.0,57.0,87.0,35.0,149.0,145.68000000000006,36.33,36.33,145.68,Vibrio_fluvialis
longest,641724.0,498812.0,871066.0,239199.0,1599491.0,1565743.34,298676.12,298676.12,1565743.34,Vibrio_fluvialis
GC_Content,0.500673,0.4994385,0.5016015,0.496847,0.503486,0.5032088100000001,0.49691047,0.4935,0.5032,Vibrio_fluvialis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.77,100.0,Vibrio_fluvialis
Contamination,0.28,0.22,0.38,0.07,1.29,1.203500000000001,0.09,0.09,2.81,Vibrio_fluvialis
Total_Coding_Sequences,4353.0,4300.5,4422.5,4039.0,4692.0,4643.06,4111.13,4111.13,5126.0,Vibrio_fluvialis
Genome_Size,4681315.0,4631140.0,4750865.0,4411852.0,4923347.0,4912376.3100000005,4439503.18,4439503.18,5386988.0,Vibrio_fluvialis
N50,372165.0,278786.0,400490.0,121514.0,439575.0,439476.06,143340.94,143340.94,439476.06,Taylorella_equigenitalis
number,23.0,18.5,28.0,12.0,50.0,47.09,12.97,12.97,47.09,Taylorella_equigenitalis
longest,452918.0,401571.0,456005.0,308575.0,463479.0,463237.47,309686.62,309686.62,463237.47,Taylorella_equigenitalis
GC_Content,0.3749119999999999,0.3744955,0.375137,0.3728439999999999,0.375212,0.37520812,0.3728828,0.3729,0.3759,Taylorella_equigenitalis
Completeness_Specific,99.99,99.99,100.0,99.99,100.0,100.0,99.99,93.58,100.0,Taylorella_equigenitalis
Contamination,0.03,0.02,0.04,0.02,0.07,0.0603,0.02,0.02,8.41,Taylorella_equigenitalis
Total_Coding_Sequences,1503.0,1487.0,1515.5,1481.0,1609.0,1607.06,1481.97,1481.97,1632.0,Taylorella_equigenitalis
Genome_Size,1635294.0,1619168.5,1645954.0,1615015.0,1711610.0,1711338.4,1615015.0,1615015.0,1739054.0,Taylorella_equigenitalis
N50,70770.5,57650.0,77867.75,26766.0,129433.0,122696.88999999996,34396.75,34396.75,122696.89,Streptococcus_dysgalactiae
number,102.0,86.0,118.0,55.0,219.0,183.79,65.605,65.6,183.79,Streptococcus_dysgalactiae
longest,182650.0,145605.5,215656.0,70119.0,374356.0,301612.395,87442.30500000001,87442.3,301612.4,Streptococcus_dysgalactiae
GC_Content,0.3930945,0.39228725,0.39402075,0.389138,0.396825,0.3962382949999999,0.3899922099999999,0.39,0.3992,Streptococcus_dysgalactiae
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.2,100.0,Streptococcus_dysgalactiae
Contamination,0.22,0.18,0.28,0.06,0.69,0.6278999999999997,0.1,0.1,2.67,Streptococcus_dysgalactiae
Total_Coding_Sequences,2097.5,2046.0,2154.0,1855.0,2414.0,2328.975,1924.025,1924.02,2350.0,Streptococcus_dysgalactiae
Genome_Size,2101849.5,2058556.25,2149516.5,1909655.0,2338962.0,2277865.71,1961974.5,1961974.5,2338211.0,Streptococcus_dysgalactiae
N50,193533.0,135419.25,258074.25,21222.0,1268619.0,867550.0699999988,41879.185,41879.18,867550.07,Enterobacter_cloacae
number,116.0,81.0,153.0,26.0,447.0,413.5449999999989,32.035,32.03,413.54,Enterobacter_cloacae
longest,558829.0,401287.25,803822.5,78715.0,2469589.0,1945253.63,132411.03,132411.03,1945253.63,Enterobacter_cloacae
GC_Content,0.549334,0.54696375,0.5539972500000001,0.527127,0.565723,0.561089,0.529253065,0.5293,0.5611,Enterobacter_cloacae
Completeness_Specific,100.0,100.0,100.0,99.98,100.0,100.0,100.0,90.4,100.0,Enterobacter_cloacae
Contamination,0.16,0.07,0.36,0.0,1.71,1.238249999999996,0.0,0.0,3.97,Enterobacter_cloacae
Total_Coding_Sequences,4865.5,4634.75,5071.25,4207.0,5709.0,5579.965,4333.28,4333.28,5853.0,Enterobacter_cloacae
Genome_Size,5071381.0,4922362.75,5284613.25,4512046.0,5792179.0,5656737.015,4661475.375,4661475.38,5786228.0,Enterobacter_cloacae
N50,137255.0,136816.0,154629.0,84531.0,241972.0,241946.7,86448.85,86448.85,241946.7,Oenococcus_oeni
number,33.0,29.0,39.5,22.0,63.0,60.250000000000014,23.1,23.1,60.25,Oenococcus_oeni
longest,446268.0,379670.0,450608.0,220138.0,514002.0,489741.5000000001,220941.0,220941.0,489741.5,Oenococcus_oeni
GC_Content,0.379356,0.3782735,0.3795809999999999,0.3771009999999999,0.380607,0.38060205,0.3771031999999999,0.3771,0.3807,Oenococcus_oeni
Completeness_Specific,99.79,99.77,99.885,99.38,99.99,99.99,99.3965,96.71,99.99,Oenococcus_oeni
Contamination,1.45,0.935,1.55,0.25,2.99,2.5500000000000025,0.261,0.26,3.39,Oenococcus_oeni
Total_Coding_Sequences,1885.0,1856.5,1927.0,1789.0,1988.0,1979.75,1789.55,1789.55,2069.0,Oenococcus_oeni
Genome_Size,1809244.0,1789690.0,1842791.5,1729845.0,1888919.0,1888579.1,1740923.65,1740923.65,1989703.0,Oenococcus_oeni
N50,87118.0,78413.0,101999.0,10303.0,163951.0,150576.9999999999,11941.9,11941.9,150577.0,Turicibacter_sanguinis
number,103.0,86.0,120.0,69.0,571.0,556.5999999999999,69.0,69.0,556.6,Turicibacter_sanguinis
longest,252647.0,199299.0,291020.0,48537.0,312556.0,312390.4,76954.5,76954.5,312390.4,Turicibacter_sanguinis
GC_Content,0.341102,0.3410439999999999,0.3419689999999999,0.340358,0.3431519999999999,0.3428883,0.3403805,0.3404,0.3437,Turicibacter_sanguinis
Completeness_Specific,100.0,100.0,100.0,99.43,100.0,100.0,99.934,95.3,100.0,Turicibacter_sanguinis
Contamination,0.59,0.28,0.69,0.11,2.12,1.795999999999998,0.128,0.13,3.21,Turicibacter_sanguinis
Total_Coding_Sequences,2972.0,2862.0,2984.0,2746.0,3190.0,3188.2,2753.2,2753.2,3188.2,Turicibacter_sanguinis
Genome_Size,3054427.0,2944874.0,3097100.0,2856315.0,3216055.0,3214366.6,2890509.6,2890509.6,3214366.6,Turicibacter_sanguinis
N50,283968.5,195061.0,430479.75,37470.0,1232998.0,746184.825,62108.875,62108.88,746184.82,Salmonella_enterica
number,70.0,55.0,91.0,13.0,367.0,191.0,31.0,31.0,191.0,Salmonella_enterica
longest,681113.5,493462.75,1013266.0,112122.0,2235275.0,1635632.3749999993,198485.525,198485.52,1635632.37,Salmonella_enterica
GC_Content,0.5214110000000001,0.520976,0.521929,0.5154030000000001,0.526652,0.5233789999999999,0.518392,0.5112,0.5238,Salmonella_enterica
Completeness_Specific,100.0,100.0,100.0,95.24,100.0,100.0,100.0,96.43,100.0,Salmonella_enterica
Contamination,0.06,0.04,0.08,0.0,0.64,0.4,0.01,0.01,7.42,Salmonella_enterica
Total_Coding_Sequences,4492.0,4422.0,4642.0,4088.0,5339.0,4979.0,4196.0,4196.0,5926.0,Salmonella_enterica
Genome_Size,4757051.0,4700637.0,4887890.25,4407848.0,5469572.0,5161887.199999999,4513905.5,4484627.0,5868736.0,Salmonella_enterica
N50,312373.0,886.0,312703.0,349.0,768024.0,765468.36,350.8,350.8,765468.36,Chlamydophila_pecorum
number,67.0,32.0,3910.0,3.0,12584.0,12561.32,4.08,4.08,12561.32,Chlamydophila_pecorum
longest,444809.0,312566.0,446867.0,15511.0,768024.0,765468.36,19370.56,19370.56,765468.36,Chlamydophila_pecorum
GC_Content,0.411406,0.410474,0.447052,0.409676,0.465326,0.46528712,0.40978544,0.4098,0.4653,Chlamydophila_pecorum
Completeness_Specific,99.7,99.63,99.87,28.1,100.0,100.0,52.742,52.74,100.0,Chlamydophila_pecorum
Contamination,0.11,0.07,0.7,0.04,5.42,5.2328,0.04,0.04,5.23,Chlamydophila_pecorum
Total_Coding_Sequences,1022.0,980.0,4453.0,949.0,13063.0,13040.32,950.8,950.8,13040.32,Chlamydophila_pecorum
Genome_Size,1159354.0,1129103.0,2467264.0,1095389.0,5289348.0,5268094.32,1099417.76,1099417.76,5268094.32,Chlamydophila_pecorum
N50,187524.0,146861.25,298627.75,31678.0,544451.0,519529.25999999983,33371.385,33371.38,519529.26,Salmonella_bongori
number,88.0,76.0,108.75,46.0,268.0,263.53,48.98,48.98,263.53,Salmonella_bongori
longest,475764.5,329782.25,579254.25,118817.0,1530130.0,1528609.455,122448.875,122448.88,1528609.46,Salmonella_bongori
GC_Content,0.5128775,0.51222475,0.513287,0.51028,0.514794,0.51469566,0.51041857,0.5104,0.5147,Salmonella_bongori
Completeness_Specific,100.0,100.0,100.0,99.99,100.0,100.0,99.99,97.26,100.0,Salmonella_bongori
Contamination,0.1,0.08,0.12,0.03,0.68,0.6650999999999999,0.03,0.03,1.12,Salmonella_bongori
Total_Coding_Sequences,4204.0,4055.0,4386.75,3942.0,4656.0,4650.04,3942.745,3942.74,4650.04,Salmonella_bongori
Genome_Size,4506967.0,4415478.75,4663962.25,4298517.0,4887620.0,4861501.045,4304810.76,4304810.76,4861501.04,Salmonella_bongori
N50,878425.0,527622.75,949049.5,122750.0,1900424.0,1895003.255,175800.14,175800.14,1895003.26,Bacillus_safensis
number,33.0,27.0,42.0,17.0,126.0,97.28999999999974,17.495,17.5,97.29,Bacillus_safensis
longest,978119.5,895437.75,1014309.0,380260.0,1900424.0,1895003.255,401347.495,401347.5,1895003.26,Bacillus_safensis
GC_Content,0.4159035,0.41509125,0.416213,0.413135,0.416983,0.41691271,0.4131449,0.4131,0.4177,Bacillus_safensis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.08,100.0,Bacillus_safensis
Contamination,0.01,0.0,0.03,0.0,0.49,0.4503999999999996,0.0,0.0,0.59,Bacillus_safensis
Total_Coding_Sequences,3735.5,3698.5,3784.5,3660.0,4047.0,4041.06,3660.495,3660.5,4354.0,Bacillus_safensis
Genome_Size,3700660.5,3677103.5,3734868.5,3603737.0,3900061.0,3900033.775,3615194.27,3615194.27,4151325.0,Bacillus_safensis
N50,373801.0,315281.0,409986.0,153927.0,1031182.0,1030346.36,177806.96,177806.96,1030346.36,Agrobacterium_pusense
number,47.0,40.0,67.0,25.0,255.0,227.44000000000025,25.52,25.52,227.44,Agrobacterium_pusense
longest,920140.0,775365.0,1138952.0,462541.0,2143502.0,2001629.880000001,463062.56,463062.56,2001629.88,Agrobacterium_pusense
GC_Content,0.5918,0.591616,0.5921500000000001,0.5910150000000001,0.5932,0.59303048,0.5910228000000001,0.5909,0.5931,Agrobacterium_pusense
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.65,100.0,Agrobacterium_pusense
Contamination,0.35,0.12,0.88,0.02,5.41,5.3944,0.0304,0.03,5.39,Agrobacterium_pusense
Total_Coding_Sequences,5146.0,5029.0,5385.0,4879.0,6294.0,6290.88,4885.24,4689.0,6290.88,Agrobacterium_pusense
Genome_Size,5402897.0,5304324.0,5610485.0,5177816.0,6389224.0,6388230.28,5185082.48,4957912.0,6388230.28,Agrobacterium_pusense
N50,141513.0,93803.0,341422.0,36441.0,722373.0,722224.0,50957.0,50957.0,722224.0,Lacticaseibacillus_rhamnosus
number,63.0,37.0,80.0,16.0,287.0,186.0,19.0,19.0,186.0,Lacticaseibacillus_rhamnosus
longest,349279.0,291302.0,697582.0,151076.0,1065302.0,1064218.0,166750.0,166750.0,1064218.0,Lacticaseibacillus_rhamnosus
GC_Content,0.46643,0.466226,0.466854,0.464437,0.467652,0.467506,0.465169,0.4652,0.4689,Lacticaseibacillus_rhamnosus
Completeness_Specific,99.99,99.97,99.99,99.92,100.0,100.0,99.93,96.44,100.0,Lacticaseibacillus_rhamnosus
Contamination,0.12,0.08,0.27,0.03,1.23,0.9,0.04,0.04,2.21,Lacticaseibacillus_rhamnosus
Total_Coding_Sequences,2791.0,2762.0,2813.0,2618.0,3085.0,3012.0,2653.0,2653.0,3081.0,Lacticaseibacillus_rhamnosus
Genome_Size,2947608.0,2939239.0,2979974.0,2772647.0,3132819.0,3105539.0,2822344.0,2822344.0,3251532.0,Lacticaseibacillus_rhamnosus
N50,36680.0,32742.5,43700.5,15780.0,97492.0,94769.20000000008,16775.5,16775.5,94769.2,Glaesserella_parasuis
number,195.0,172.0,221.0,104.0,359.0,332.30000000000007,136.45,136.45,332.3,Glaesserella_parasuis
longest,122400.0,107601.5,162048.0,57914.0,330489.0,262190.05000000005,59707.4,59707.4,262190.05,Glaesserella_parasuis
GC_Content,0.3990229999999999,0.3986275,0.3994485,0.394934,0.401411,0.4011229999999999,0.39498555,0.395,0.4011,Glaesserella_parasuis
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.06,100.0,Glaesserella_parasuis
Contamination,0.79,0.16,0.995,0.01,2.06,1.56,0.01,0.01,6.81,Glaesserella_parasuis
Total_Coding_Sequences,2268.0,2214.5,2350.0,2073.0,2518.0,2493.7000000000003,2080.05,2080.05,2578.0,Glaesserella_parasuis
Genome_Size,2253366.0,2208657.5,2301236.5,2122879.0,2439114.0,2423096.35,2142506.0,2142506.0,2570730.0,Glaesserella_parasuis
N50,277316.5,161623.75,360764.25,64256.0,644418.0,604522.765,66462.285,66462.28,604522.76,Bifidobacterium_bifidum
number,27.0,19.0,36.0,7.0,69.0,66.70999999999998,7.0,7.0,66.71,Bifidobacterium_bifidum
longest,471273.0,352768.5,549022.0,153825.0,989464.0,898847.0,167855.735,167855.74,898847.0,Bifidobacterium_bifidum
GC_Content,0.627444,0.62668325,0.62779925,0.622705,0.629242,0.6289584500000001,0.624082455,0.6241,0.629,Bifidobacterium_bifidum
Completeness_Specific,99.95,99.93,99.96,99.65,99.99,99.99,99.77145,92.01,99.99,Bifidobacterium_bifidum
Contamination,0.19,0.15,0.24,0.1,0.42,0.3956499999999997,0.11,0.11,4.32,Bifidobacterium_bifidum
Total_Coding_Sequences,1817.0,1791.0,1850.0,1705.0,2106.0,2088.934999999999,1707.58,1707.58,2215.0,Bifidobacterium_bifidum
Genome_Size,2215266.5,2176138.25,2241329.5,2120719.0,2466163.0,2452480.204999999,2123327.305,2123327.31,2503841.0,Bifidobacterium_bifidum
N50,482650.0,332535.25,780423.25,36321.0,2716527.0,2712586.3,51252.62,51252.62,2712586.3,Citrobacter_werkmanii
number,57.0,44.0,100.0,24.0,334.0,293.65499999999963,25.0,25.0,293.65,Citrobacter_werkmanii
longest,1001004.5,751877.25,1723908.25,167961.0,2716527.0,2712586.3,241239.825,241239.82,2712586.3,Citrobacter_werkmanii
GC_Content,0.5205035,0.51966125,0.521308,0.516196,0.523215,0.5229418149999999,0.517124255,0.5171,0.5253,Citrobacter_werkmanii
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.65,100.0,Citrobacter_werkmanii
Contamination,0.26,0.185,0.43,0.03,1.93,1.604199999999996,0.05,0.05,4.09,Citrobacter_werkmanii
Total_Coding_Sequences,4787.0,4587.25,4974.25,4388.0,5919.0,5915.53,4421.405,4421.4,5915.53,Citrobacter_werkmanii
Genome_Size,5073932.5,4910649.0,5233395.75,4720877.0,5947843.0,5947324.18,4780223.185,4780223.18,5947324.18,Citrobacter_werkmanii
N50,211159.0,128698.5,275874.5,8831.0,791202.0,732549.3049999985,14870.615,14870.62,732549.3,Providencia_rettgeri
number,108.0,87.0,151.0,34.0,849.0,598.645,37.355,37.36,598.64,Providencia_rettgeri
longest,538307.5,329491.25,848899.5,40436.0,2124744.0,1904832.3049999983,61101.45,61101.45,1904832.3,Providencia_rettgeri
GC_Content,0.4030675,0.40165025,0.405089,0.399804,0.411512,0.4108627949999999,0.39999127,0.4,0.4311,Providencia_rettgeri
Completeness_Specific,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.53,100.0,Providencia_rettgeri
Contamination,0.28,0.2,0.44,0.04,1.53,1.448599999999999,0.06,0.06,5.04,Providencia_rettgeri
Total_Coding_Sequences,4250.5,4101.5,4430.0,3666.0,4957.0,4881.86,3753.775,3727.0,4897.0,Providencia_rettgeri
Genome_Size,4604926.5,4478088.5,4737097.25,4061594.0,5142593.0,5088432.679999999,4165914.8,4023756.0,5088432.68,Providencia_rettgeri
N50,117542.0,92741.5,156871.75,36811.0,382644.0,303660.8850000014,38849.365,38849.36,303660.89,Fusobacterium_necrophorum
number,66.0,55.0,81.0,31.0,151.0,146.47000000000003,34.295,34.3,146.47,Fusobacterium_necrophorum
